Pic,Energie (keV),Sigma (keV),FWHM (keV),Amplitude,Intensite Relative
1,4.821121411594364,0.3901090443121968,0.9186365972942279,680.2981991195433,0.10442029149954617
2,6.856819829799643,0.3577882519051373,0.8425269474628001,6466.886477683954,0.9926149620389798
