Pic,Energie (keV),Sigma (keV),FWHM (keV),Amplitude,Intensite Relative
1,6.354439239447108,0.13613672228557025,0.3205774825028724,11877.56291150393,0.9708650409926377
2,7.002440013975217,0.14547416589803,0.3425654818908388,1842.2840251896039,0.15058721801451724
