Pic,Energie (keV),Sigma (keV),FWHM (keV),Amplitude,Intensite Relative
1,8.152916937595942,0.08189868558863352,0.19285666648580155,31457.361753585774,0.9993443596666172
2,8.75043054170028,0.09808904315163702,0.23098204501138062,16887.61417434421,0.5364894267216536
