Pic,Energie (keV),Sigma (keV),FWHM (keV),Amplitude,Intensite Relative
1,5.0543561996070885,0.5027552480051359,1.1838981357470002,6715.915753218993,0.3569637372817579
2,5.8980171585053665,0.34166492166127704,0.8045594062119041,18583.094321624052,0.9877269225908394
