Pic,Energie (keV),Sigma (keV),FWHM (keV),Amplitude,Intensite Relative
1,8.163873700921357,0.08105159748531819,0.19086192644020736,7822.917611508933,1.0052579814326565
2,9.021065231699938,0.09181483952780663,0.21620742455137898,1306.9219003101264,0.16794164743126785
